Code,Description,Type,Package/Line_Level,Gross charge,Discounted cash price,De-identified min contracted rate,De-identified max contracted rate,Derived contracted rate,AETNA-Commercial HMO/POS,AETNA-Commercial PPO/Open Access,AETNA-Medicare Advantage HMO,CONNECTICARE-Commercial HMO/POS,EMBLEMHEALTH-Commercial HMO/POS,EMBLEMHEALTH-Medicare Advantage HMO,EMBLEMHEALTH-Commercial PPO/Open Access,BLUE CROSS-Commercial HMO/POS,BLUE CROSS-Commercial PPO/Open Access,BLUE CROSS-Medicare Advantage HMO,HandM-Commercial HMO/POS,HEALTHFIRST-Commercial HMO/POS,BLUE CROSS-Medicaid HMO,UNITED HEALTHCARE-Commercial HMO/POS,UNITED HEALTHCARE-Medicare Advantage HMO,INTEGRATED HEALTH-Commercial HMO/POS,MOLINA-Medicaid HMO,TUFTS HEALTH-Commercial HMO/POS,UNITED HEALTHCARE-Commercial PPO/Open Access,UNITED HEALTHCARE-Medicaid HMO
72128,CT SCAN OF MIDDLE SPINE WITHOUT CONTRAST,Outpatient,Line,2864.00,2864,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72128,CT SCAN OF MIDDLE SPINE WITHOUT CONTRAST,Outpatient,Package,2864.00,2864,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72131,CT SCAN OF LOWER SPINE WITHOUT CONTRAST,Outpatient,Line,2930.83,2930.83,126.75,391.98,247.58,N/A,N/A,126.75,N/A,N/A,N/A,N/A,224.00,N/A,N/A,N/A,391.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72131,CT SCAN OF LOWER SPINE WITHOUT CONTRAST,Outpatient,Package,2930.83,2930.83,126.75,391.98,247.58,N/A,N/A,126.75,N/A,N/A,N/A,N/A,224.00,N/A,N/A,N/A,391.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72141,MRI SCAN OF UPPER SPINAL CANAL WITHOUT CONTRAST,Outpatient,Line,5685.56,5685.56,451.75,2821.33,1736.11,N/A,2150.46,451.75,N/A,N/A,N/A,N/A,2821.33,2757.00,N/A,N/A,500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72141,MRI SCAN OF UPPER SPINAL CANAL WITHOUT CONTRAST,Outpatient,Package,5685.56,5685.56,451.75,2821.33,1736.11,N/A,2150.46,451.75,N/A,N/A,N/A,N/A,2821.33,2757.00,N/A,N/A,500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72146,MRI SCAN OF MIDDLE SPINAL CANAL WITHOUT CONTRAST,Outpatient,Line,5410.37,5410.37,2828.55,2828.55,2828.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2828.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72146,MRI SCAN OF MIDDLE SPINAL CANAL WITHOUT CONTRAST,Outpatient,Package,5410.37,5410.37,2828.55,2828.55,2828.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2828.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72147,MRI SCAN OF MIDDLE SPINAL CANAL WITH CONTRAST,Outpatient,Line,6038.00,6038,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72147,MRI SCAN OF MIDDLE SPINAL CANAL WITH CONTRAST,Outpatient,Package,6038.00,6038,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72148,MRI SCAN OF LOWER SPINAL CANAL WITHOUT CONTRAST,Outpatient,Line,5676.25,5676.25,264.33,5201.72,2221.13,N/A,N/A,276.54,N/A,N/A,N/A,5201.72,2771.50,2771.50,264.33,N/A,500.00,N/A,3762.32,N/A,N/A,N/A,N/A,N/A,N/A
72148,MRI SCAN OF LOWER SPINAL CANAL WITHOUT CONTRAST,Outpatient,Package,5676.25,5676.25,264.33,5201.72,2221.13,N/A,N/A,276.54,N/A,N/A,N/A,5201.72,2771.50,2771.50,264.33,N/A,500.00,N/A,3762.32,N/A,N/A,N/A,N/A,N/A,N/A
72149,MRI SCAN OF LOWER SPINAL CANAL WITH CONTRAST,Outpatient,Line,6569.80,6569.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72149,MRI SCAN OF LOWER SPINAL CANAL WITH CONTRAST,Outpatient,Package,19634.45,19634.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72156,MRI SCAN OF UPPER SPINAL CANAL BEFORE AND AFTER CONTRAST,Outpatient,Line,7366.10,7366.1,3807.60,3807.60,3807.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3807.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72156,MRI SCAN OF UPPER SPINAL CANAL BEFORE AND AFTER CONTRAST,Outpatient,Package,7366.10,7366.1,3807.60,3807.60,3807.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3807.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72157,MRI SCAN OF MIDDLE SPINAL CANAL BEFORE AND AFTER CONTRAST,Outpatient,Line,7944.00,7944,3972.00,3972.00,3972.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3972.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72157,MRI SCAN OF MIDDLE SPINAL CANAL BEFORE AND AFTER CONTRAST,Outpatient,Package,15937.00,15937,3972.00,3972.00,3972.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3972.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72158,MRI SCAN OF LOWER SPINAL CANAL BEFORE AND AFTER CONTRAST,Outpatient,Line,8272.75,8272.75,439.44,3996.50,2217.97,N/A,N/A,439.44,N/A,N/A,N/A,N/A,3996.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72158,MRI SCAN OF LOWER SPINAL CANAL BEFORE AND AFTER CONTRAST,Outpatient,Package,8272.75,8272.75,439.44,3996.50,2217.97,N/A,N/A,439.44,N/A,N/A,N/A,N/A,3996.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72170,"X-RAY OF PELVIS, 1-2 VIEWS",Outpatient,Line,490.65,490.65,102.01,102.01,102.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102.01,N/A,N/A,N/A,N/A,N/A,N/A
72170,"X-RAY OF PELVIS, 1-2 VIEWS",Outpatient,Package,490.65,490.65,102.01,102.01,102.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102.01,N/A,N/A,N/A,N/A,N/A,N/A
72191,CT SCAN OF BLOOD VESSELS OF PELVIS WITH CONTRAST,Outpatient,Line,4669.00,4669,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72191,CT SCAN OF BLOOD VESSELS OF PELVIS WITH CONTRAST,Outpatient,Package,14007.00,14007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72192,CT SCAN OF PELVIS WITHOUT CONTRAST,Outpatient,Line,2933.74,2933.74,125.07,125.07,125.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72192,CT SCAN OF PELVIS WITHOUT CONTRAST,Outpatient,Package,2933.74,2933.74,125.07,125.07,125.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72195,MRI SCAN OF PELVIS WITHOUT CONTRAST,Outpatient,Line,4934.00,4934,500.00,500.00,500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72195,MRI SCAN OF PELVIS WITHOUT CONTRAST,Outpatient,Package,4934.00,4934,500.00,500.00,500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72197,MRI SCAN OF PELVIS BEFORE AND AFTER CONTRAST,Outpatient,Line,8054.38,8054.38,441.94,3891.00,1699.22,N/A,N/A,441.94,N/A,N/A,N/A,N/A,3891.00,N/A,N/A,N/A,500.00,N/A,1963.95,N/A,N/A,N/A,N/A,N/A,N/A
72197,MRI SCAN OF PELVIS BEFORE AND AFTER CONTRAST,Outpatient,Package,8054.38,8054.38,441.94,3891.00,1699.22,N/A,N/A,441.94,N/A,N/A,N/A,N/A,3891.00,N/A,N/A,N/A,500.00,N/A,1963.95,N/A,N/A,N/A,N/A,N/A,N/A
72202,"X-RAY OF JOINT BETWEEN LOWER SPINE AND HIP BONE, 3 OR MORE VIEWS",Outpatient,Line,536.23,536.23,20.00,204.36,112.18,N/A,204.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72202,"X-RAY OF JOINT BETWEEN LOWER SPINE AND HIP BONE, 3 OR MORE VIEWS",Outpatient,Package,536.23,536.23,20.00,204.36,112.18,N/A,204.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72220,"X-RAY OF SACRUM AND TAILBONE, MINIMUM OF 2 VIEWS",Outpatient,Line,542.64,542.64,266.00,266.00,266.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,266.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
72220,"X-RAY OF SACRUM AND TAILBONE, MINIMUM OF 2 VIEWS",Outpatient,Package,542.64,542.64,266.00,266.00,266.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,266.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73000,X-RAY OF COLLAR BONE,Outpatient,Line,501.60,501.6,18.36,18.36,18.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73000,X-RAY OF COLLAR BONE,Outpatient,Package,501.60,501.6,18.36,18.36,18.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73010,X-RAY OF SHOULDER BLADE,Outpatient,Line,533.00,533,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73010,X-RAY OF SHOULDER BLADE,Outpatient,Package,12360.00,12360,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73030,"X-RAY OF SHOULDER, MINIMUM OF 2 VIEWS",Outpatient,Line,551.65,551.65,9.00,462.75,156.07,207.87,207.87,97.07,N/A,N/A,N/A,N/A,N/A,N/A,92.92,N/A,15.00,N/A,462.75,N/A,N/A,N/A,N/A,N/A,9.00
73030,"X-RAY OF SHOULDER, MINIMUM OF 2 VIEWS",Outpatient,Package,551.65,551.65,9.00,462.75,156.07,207.87,207.87,97.07,N/A,N/A,N/A,N/A,N/A,N/A,92.92,N/A,15.00,N/A,462.75,N/A,N/A,N/A,N/A,N/A,9.00
73060,"X-RAY OF UPPER ARM, MINIMUM OF 2 VIEWS",Outpatient,Line,501.61,501.61,10.00,10.00,10.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73060,"X-RAY OF UPPER ARM, MINIMUM OF 2 VIEWS",Outpatient,Package,501.61,501.61,10.00,10.00,10.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73080,"X-RAY OF ELBOW, MINIMUM OF 3 VIEWS",Outpatient,Line,497.45,497.45,37.39,305.37,171.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.39,N/A,305.37,N/A,N/A,N/A,N/A,N/A,N/A
73080,"X-RAY OF ELBOW, MINIMUM OF 3 VIEWS",Outpatient,Package,497.45,497.45,37.39,305.37,171.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.39,N/A,305.37,N/A,N/A,N/A,N/A,N/A,N/A
73090,"X-RAY OF FOREARM, 2 VIEWS",Outpatient,Line,490.84,490.84,10.00,295.35,152.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.00,N/A,295.35,N/A,N/A,N/A,N/A,N/A,N/A
73090,"X-RAY OF FOREARM, 2 VIEWS",Outpatient,Package,490.84,490.84,10.00,295.35,152.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.00,N/A,295.35,N/A,N/A,N/A,N/A,N/A,N/A
73110,"X-RAY OF WRIST, MINIMUM OF 3 VIEWS",Outpatient,Line,537.89,537.89,7.50,548.25,207.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,261.00,N/A,N/A,N/A,12.50,N/A,548.25,N/A,N/A,N/A,N/A,N/A,7.50
73110,"X-RAY OF WRIST, MINIMUM OF 3 VIEWS",Outpatient,Package,537.89,537.89,7.50,548.25,207.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,261.00,N/A,N/A,N/A,12.50,N/A,548.25,N/A,N/A,N/A,N/A,N/A,7.50
73130,"X-RAY OF HAND, MINIMUM OF 3 VIEWS",Outpatient,Line,525.56,525.56,12.88,920.25,277.65,203.29,189.99,97.07,N/A,N/A,N/A,N/A,508.00,254.00,N/A,N/A,35.69,12.88,920.25,N/A,N/A,N/A,N/A,N/A,N/A
73130,"X-RAY OF HAND, MINIMUM OF 3 VIEWS",Outpatient,Package,525.56,525.56,12.88,920.25,277.65,203.29,189.99,97.07,N/A,N/A,N/A,N/A,508.00,254.00,N/A,N/A,35.69,12.88,920.25,N/A,N/A,N/A,N/A,N/A,N/A
73140,"X-RAY OF FINGER, MINIMUM OF 2 VIEWS",Outpatient,Line,430.53,430.53,7.50,474.75,241.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.50,N/A,474.75,N/A,N/A,N/A,N/A,N/A,N/A
73140,"X-RAY OF FINGER, MINIMUM OF 2 VIEWS",Outpatient,Package,430.53,430.53,7.50,474.75,241.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.50,N/A,474.75,N/A,N/A,N/A,N/A,N/A,N/A
73200,CT SCAN OF ARM WITHOUT CONTRAST,Outpatient,Line,2989.31,2989.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73200,CT SCAN OF ARM WITHOUT CONTRAST,Outpatient,Package,2989.31,2989.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73218,MRI SCAN OF ARM WITHOUT CONTRAST,Outpatient,Line,5125.33,5125.33,1931.28,1931.28,1931.28,N/A,1931.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73218,MRI SCAN OF ARM WITHOUT CONTRAST,Outpatient,Package,5125.33,5125.33,1931.28,1931.28,1931.28,N/A,1931.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73221,MRI SCAN OF ARM JOINT WITHOUT CONTRAST,Outpatient,Line,4912.60,4912.6,500.00,2391.50,1813.56,1995.94,1788.84,N/A,N/A,N/A,N/A,N/A,2391.50,2391.50,N/A,N/A,500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73221,MRI SCAN OF ARM JOINT WITHOUT CONTRAST,Outpatient,Package,4912.60,4912.6,500.00,2391.50,1813.56,1995.94,1788.84,N/A,N/A,N/A,N/A,N/A,2391.50,2391.50,N/A,N/A,500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73223,MRI SCAN OF ARM JOINT BEFORE AND AFTER CONTRAST,Outpatient,Line,6040.00,6040,423.03,441.94,432.49,N/A,N/A,441.94,N/A,N/A,N/A,N/A,N/A,N/A,423.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73223,MRI SCAN OF ARM JOINT BEFORE AND AFTER CONTRAST,Outpatient,Package,6040.00,6040,423.03,441.94,432.49,N/A,N/A,441.94,N/A,N/A,N/A,N/A,N/A,N/A,423.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73501,"X-RAY OF HIP, 1 VIEW",Outpatient,Line,425.38,425.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73501,"X-RAY OF HIP, 1 VIEW",Outpatient,Package,1671.26,1671.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73502,"X-RAY OF HIP, 2-3 VIEWS",Outpatient,Line,423.25,423.25,12.47,429.00,171.20,160.29,153.71,103.03,N/A,N/A,N/A,N/A,212.69,205.50,92.92,N/A,12.47,N/A,429.00,N/A,N/A,N/A,N/A,N/A,N/A
73502,"X-RAY OF HIP, 2-3 VIEWS",Outpatient,Package,423.25,423.25,12.47,429.00,171.20,160.29,153.71,103.03,N/A,N/A,N/A,N/A,212.69,205.50,92.92,N/A,12.47,N/A,429.00,N/A,N/A,N/A,N/A,N/A,N/A
73523,"X-RAY OF BOTH HIPS, MINIMUM OF 5 VIEWS",Outpatient,Line,630.30,630.3,64.88,993.00,396.18,N/A,N/A,130.66,N/A,N/A,N/A,N/A,993.00,N/A,N/A,N/A,64.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73523,"X-RAY OF BOTH HIPS, MINIMUM OF 5 VIEWS",Outpatient,Package,630.30,630.3,64.88,993.00,396.18,N/A,N/A,130.66,N/A,N/A,N/A,N/A,993.00,N/A,N/A,N/A,64.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73551,"X-RAY OF THIGH BONE, 1 VIEW",Outpatient,Line,422.50,422.5,205.50,205.50,205.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,205.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73551,"X-RAY OF THIGH BONE, 1 VIEW",Outpatient,Package,422.50,422.5,205.50,205.50,205.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,205.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73562,"X-RAY OF KNEE, 3 VIEWS",Outpatient,Line,630.32,630.32,14.60,441.31,187.26,256.64,234.93,97.07,N/A,14.60,N/A,N/A,307.50,N/A,103.03,N/A,42.96,N/A,441.31,N/A,N/A,N/A,N/A,N/A,N/A
73562,"X-RAY OF KNEE, 3 VIEWS",Outpatient,Package,630.32,630.32,14.60,441.31,187.26,256.64,234.93,97.07,N/A,14.60,N/A,N/A,307.50,N/A,103.03,N/A,42.96,N/A,441.31,N/A,N/A,N/A,N/A,N/A,N/A
73590,"X-RAY OF LOWER LEG, 2 VIEWS",Outpatient,Line,498.95,498.95,245.00,490.00,367.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,245.00,N/A,N/A,N/A,N/A,N/A,490.00,N/A,N/A,N/A,N/A,N/A,N/A
73590,"X-RAY OF LOWER LEG, 2 VIEWS",Outpatient,Package,498.95,498.95,245.00,490.00,367.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,245.00,N/A,N/A,N/A,N/A,N/A,490.00,N/A,N/A,N/A,N/A,N/A,N/A
73600,"X-RAY OF ANKLE, 2 VIEWS",Outpatient,Line,521.23,521.23,13.95,422.25,155.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.30,N/A,422.25,N/A,N/A,13.95,N/A,N/A,N/A
73600,"X-RAY OF ANKLE, 2 VIEWS",Outpatient,Package,521.23,521.23,13.95,422.25,155.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.30,N/A,422.25,N/A,N/A,13.95,N/A,N/A,N/A
73610,"X-RAY OF ANKLE, MINIMUM OF 3 VIEWS",Outpatient,Line,511.69,511.69,37.39,549.00,227.82,N/A,N/A,97.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.39,N/A,549.00,N/A,N/A,N/A,N/A,N/A,N/A
73610,"X-RAY OF ANKLE, MINIMUM OF 3 VIEWS",Outpatient,Package,511.69,511.69,37.39,549.00,227.82,N/A,N/A,97.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.39,N/A,549.00,N/A,N/A,N/A,N/A,N/A,N/A
73630,"X-RAY OF FOOT, MINIMUM OF 3 VIEWS",Outpatient,Line,504.70,504.7,12.50,563.25,157.15,206.56,N/A,103.03,N/A,N/A,N/A,N/A,247.50,N/A,92.92,N/A,15.51,N/A,563.25,N/A,N/A,15.95,N/A,N/A,12.50
73630,"X-RAY OF FOOT, MINIMUM OF 3 VIEWS",Outpatient,Package,504.70,504.7,12.50,563.25,157.15,206.56,N/A,103.03,N/A,N/A,N/A,N/A,247.50,N/A,92.92,N/A,15.51,N/A,563.25,N/A,N/A,15.95,N/A,N/A,12.50
73650,"X-RAY OF HEEL, MINIMUM OF 2 VIEWS",Outpatient,Line,455.90,455.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73650,"X-RAY OF HEEL, MINIMUM OF 2 VIEWS",Outpatient,Package,455.90,455.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73660,"X-RAY OF TOE, MINIMUM OF 2 VIEWS",Outpatient,Line,431.85,431.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73660,"X-RAY OF TOE, MINIMUM OF 2 VIEWS",Outpatient,Package,431.85,431.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73700,CT SCAN OF LEG WITHOUT CONTRAST,Outpatient,Line,2921.29,2921.29,126.75,1432.00,566.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1432.00,N/A,126.75,N/A,262.99,N/A,443.01,N/A,N/A,N/A,N/A,N/A,N/A
73700,CT SCAN OF LEG WITHOUT CONTRAST,Outpatient,Package,2921.29,2921.29,126.75,1432.00,566.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1432.00,N/A,126.75,N/A,262.99,N/A,443.01,N/A,N/A,N/A,N/A,N/A,N/A
73706,CT SCAN OF BLOOD VESSELS OF LOWER LEG WITH CONTRAST,Outpatient,Line,4669.00,4669,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73706,CT SCAN OF BLOOD VESSELS OF LOWER LEG WITH CONTRAST,Outpatient,Package,4669.00,4669,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73718,MRI SCAN OF LEG WITHOUT CONTRAST,Outpatient,Line,5183.10,5183.1,276.94,2476.00,1606.47,2066.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2476.00,276.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73718,MRI SCAN OF LEG WITHOUT CONTRAST,Outpatient,Package,5183.10,5183.1,276.94,2476.00,1606.47,2066.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2476.00,276.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73720,MRI SCAN OF LEG BEFORE AND AFTER CONTRAST,Outpatient,Line,7767.45,7767.45,500.00,500.00,500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73720,MRI SCAN OF LEG BEFORE AND AFTER CONTRAST,Outpatient,Package,7767.45,7767.45,500.00,500.00,500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
73721,MRI SCAN OF LEG JOINT WITHOUT CONTRAST,Outpatient,Line,5466.18,5466.18,264.33,2657.00,1686.99,2657.00,2072.46,276.14,N/A,N/A,N/A,N/A,2657.00,2657.00,264.33,N/A,500.00,N/A,2412.00,N/A,N/A,N/A,N/A,N/A,N/A
73721,MRI SCAN OF LEG JOINT WITHOUT CONTRAST,Outpatient,Package,5466.18,5466.18,264.33,2657.00,1686.99,2657.00,2072.46,276.14,N/A,N/A,N/A,N/A,2657.00,2657.00,264.33,N/A,500.00,N/A,2412.00,N/A,N/A,N/A,N/A,N/A,N/A
73723,MRI SCAN OF LEG JOINT BEFORE AND AFTER CONTRAST,Outpatient,Line,7519.00,7519,441.94,500.00,470.97,N/A,N/A,441.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
