Code,Description,Type,Package/Line_Level,Gross charge,Discounted cash price,De-identified min contracted rate,De-identified max contracted rate,Derived contracted rate,1199-Commercial other,Aetna-Medicare Advantage HMO,Aetna-Commercial HMO/POS,Aetna-Commercial PPO/Open Access,Aetna-Commercial other,Empire Health-Commercial other,Empire Health-Commercial PPO/Open Access,BlueCross BlueShield-Commercial other,Beacon Health-Commercial other,Carelon Health-Commercial other,Cigna-Commercial PPO/Open Access,Cigna-Commercial other,Cigna-Commercial HMO/POS,EH Facet-Commercial other,EmblemHealth-Commercial PPO/Open Access,EmblemHealth-Commercial other,EmblemHealth-Commercial HMO/POS,EmblemHealth-Medicaid HMO,EmblemHealth-Medicare Advantage HMO,Empire Health-Commercial HMO/POS,Empire Health-Medicare Advantage HMO,Empire Health-Medicaid HMO,Evernorth-Commercial other,Fidelis-Commercial other,Fidelis-Medicare Advantage HMO,Fidelis-Medicaid HMO,GHI-Commercial other,HealthFirst-Commercial other,HealthFirst-Medicare Advantage HMO,HealthFirst-Medicaid HMO,HealthPlus HP-Medicaid HMO,HealthPlus HP-Commercial other,HealthPlus HP-Medicare Advantage HMO,Humana-Commercial other,Humana-Commercial HMO/POS,Humana-Commercial PPO/Open Access,Meritain Health-Commercial other,Molina-Commercial other,Optum-Commercial other,Oxford-Commercial other,Oxford-Commercial HMO/POS,Tricare-Commercial other,United Healthcare-Commercial other,United Healthcare-Medicare Advantage HMO,United Healthcare-Commercial HMO/POS,United Healthcare-Medicaid HMO,United Healthcare-Commercial PPO/Open Access,Veteran Family-Commercial other
23655,CLOSED TREATMENT OF DISLOCATED SHOULDER WITH MANIPULATION UNDER ANESTHESIA,Outpatient,Line,902.67,902.67,102.6,200,150.87,N/A,N/A,102.6,N/A,N/A,N/A,200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23655,CLOSED TREATMENT OF DISLOCATED SHOULDER WITH MANIPULATION UNDER ANESTHESIA,Outpatient,Package,5430.85,5430.85,102.6,200,150.87,N/A,N/A,102.6,N/A,N/A,N/A,200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23665,CLOSED TREATMENT OF DISLOCATED SHOULDER AND BROKEN UPPER ARM BONE AT SHOULDER JOINT WITH MANIPULATION,Outpatient,Line,2562,2562,577.45,1600.04,954.64,N/A,1600.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,686.44,N/A,577.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23665,CLOSED TREATMENT OF DISLOCATED SHOULDER AND BROKEN UPPER ARM BONE AT SHOULDER JOINT WITH MANIPULATION,Outpatient,Package,11044.43,11044.43,577.45,1600.04,954.64,N/A,1600.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,686.44,N/A,577.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23670,"TREATMENT OF DISLOCATED SHOULDER AND UPPER ARM BONE, BROKEN AT SHOULDER JOINT",Outpatient,Line,16964,16964,9634,9634,9634,N/A,N/A,N/A,N/A,N/A,N/A,9634,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23670,"TREATMENT OF DISLOCATED SHOULDER AND UPPER ARM BONE, BROKEN AT SHOULDER JOINT",Outpatient,Package,29233.04,29233.04,9634,9634,9634,N/A,N/A,N/A,N/A,N/A,N/A,9634,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23675,CLOSED TREATMENT OF DISLOCATED SHOULDER AND BROKEN NECK OF UPPER ARM BONE WITH MANIPULATION,Outpatient,Line,773.67,773.67,9483.28,9483.28,9483.28,N/A,9483.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23675,CLOSED TREATMENT OF DISLOCATED SHOULDER AND BROKEN NECK OF UPPER ARM BONE WITH MANIPULATION,Outpatient,Package,6826.16,6826.16,9483.28,9483.28,9483.28,N/A,9483.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23700,MANIPULATION OF SHOULDER JOINT UNDER ANESTHESIA,Outpatient,Line,2408,2408,988.82,988.82,988.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,988.82,N/A,N/A
23700,MANIPULATION OF SHOULDER JOINT UNDER ANESTHESIA,Outpatient,Package,7224.48,7224.48,988.82,988.82,988.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,988.82,N/A,N/A
23929,OTHER PROCEDURE ON SHOULDER,Outpatient,Line,931,931,2411,2411,2411,N/A,N/A,N/A,2411,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23929,OTHER PROCEDURE ON SHOULDER,Outpatient,Package,2816.42,2816.42,2411,2411,2411,N/A,N/A,N/A,2411,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24000,"INCISION OF ELBOW JOINT FOR EXPLORATION, FLUID DRAINAGE, OR REMOVAL OF FOREIGN BODY",Outpatient,Line,2824.5,2824.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24000,"INCISION OF ELBOW JOINT FOR EXPLORATION, FLUID DRAINAGE, OR REMOVAL OF FOREIGN BODY",Outpatient,Package,2824.5,2824.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24006,INCISION OF ELBOW WITH RELEASE OF JOINT CAPSULE,Outpatient,Line,12900,12900,7564,7564,7564,N/A,N/A,N/A,N/A,N/A,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24006,INCISION OF ELBOW WITH RELEASE OF JOINT CAPSULE,Outpatient,Package,12900,12900,7564,7564,7564,N/A,N/A,N/A,N/A,N/A,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24071,"REMOVAL OF GROWTH UNDER SKIN OF UPPER ARM OR ELBOW, 3.0 CM OR MORE",Outpatient,Line,6525.59,6525.59,1556.62,7564,4140.57,N/A,N/A,N/A,3828.7,N/A,6180.33,7564,N/A,N/A,N/A,1573.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1556.62,N/A,N/A
24071,"REMOVAL OF GROWTH UNDER SKIN OF UPPER ARM OR ELBOW, 3.0 CM OR MORE",Outpatient,Package,6525.59,6525.59,1556.62,7564,4140.57,N/A,N/A,N/A,3828.7,N/A,6180.33,7564,N/A,N/A,N/A,1573.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1556.62,N/A,N/A
24073,"REMOVAL OF GROWTH OF MUSCLE OF UPPER ARM OR ELBOW, 5.0 CM OR MORE",Outpatient,Line,4128,4128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24073,"REMOVAL OF GROWTH OF MUSCLE OF UPPER ARM OR ELBOW, 5.0 CM OR MORE",Outpatient,Package,6518.12,6518.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24075,"REMOVAL OF GROWTH UNDER SKIN OF UPPER ARM OR ELBOW, LESS THAN 3.0 CM",Outpatient,Line,4078.26,4078.26,1226.39,6017.59,3237.17,N/A,N/A,4822,3059,N/A,3025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1226.39,6017.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1273.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24075,"REMOVAL OF GROWTH UNDER SKIN OF UPPER ARM OR ELBOW, LESS THAN 3.0 CM",Outpatient,Package,4078.26,4078.26,1226.39,6017.59,3237.17,N/A,N/A,4822,3059,N/A,3025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1226.39,6017.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1273.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24076,"REMOVAL OF GROWTH OF MUSCLE OF UPPER ARM OR ELBOW, LESS THAN 5.0 CM",Outpatient,Line,6793.5,6793.5,7564,7564,7564,N/A,N/A,N/A,N/A,N/A,N/A,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24076,"REMOVAL OF GROWTH OF MUSCLE OF UPPER ARM OR ELBOW, LESS THAN 5.0 CM",Outpatient,Package,6793.5,6793.5,7564,7564,7564,N/A,N/A,N/A,N/A,N/A,N/A,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24105,REMOVAL OF FLUID-FILLED SAC OF ELBOW,Outpatient,Line,9116,9116,2154.39,2154.39,2154.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2154.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24105,REMOVAL OF FLUID-FILLED SAC OF ELBOW,Outpatient,Package,9116,9116,2154.39,2154.39,2154.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2154.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24110,REMOVAL OF CYST OR GROWTH OF UPPER ARM BONE,Outpatient,Line,15249,15249,7564,7564,7564,N/A,N/A,N/A,N/A,N/A,7564,N/A,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24110,REMOVAL OF CYST OR GROWTH OF UPPER ARM BONE,Outpatient,Package,16547,16547,7564,7564,7564,N/A,N/A,N/A,N/A,N/A,7564,N/A,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24116,REMOVAL OF CYST OR GROWTH OF UPPER ARM BONE AND DONOR BONE GRAFT,Outpatient,Line,12126,12126,7588.5,7588.5,7588.5,N/A,N/A,N/A,N/A,N/A,7588.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24116,REMOVAL OF CYST OR GROWTH OF UPPER ARM BONE AND DONOR BONE GRAFT,Outpatient,Package,12553.4,12553.4,7588.5,7588.5,7588.5,N/A,N/A,N/A,N/A,N/A,7588.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24120,REMOVAL OF CYST OR GROWTH OF ELBOW OR UPPER FOREARM BONE,Outpatient,Line,14994,14994,7564,7564,7564,N/A,N/A,N/A,N/A,N/A,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24120,REMOVAL OF CYST OR GROWTH OF ELBOW OR UPPER FOREARM BONE,Outpatient,Package,14994,14994,7564,7564,7564,N/A,N/A,N/A,N/A,N/A,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24149,EXTENSIVE REMOVAL OF BONY GROWTH AND TISSUE FROM ELBOW TO INCREASE ELBOW MOTION,Outpatient,Line,11762.89,11762.89,9784,9784,9784,N/A,N/A,N/A,N/A,N/A,9784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24149,EXTENSIVE REMOVAL OF BONY GROWTH AND TISSUE FROM ELBOW TO INCREASE ELBOW MOTION,Outpatient,Package,11762.89,11762.89,9784,9784,9784,N/A,N/A,N/A,N/A,N/A,9784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24201,"REMOVAL OF FOREIGN BODY, UPPER ARM OR ELBOW AREA",Outpatient,Line,3842.89,3842.89,1273.03,1273.03,1273.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1273.03,N/A,N/A
24201,"REMOVAL OF FOREIGN BODY, UPPER ARM OR ELBOW AREA",Outpatient,Package,3842.89,3842.89,1273.03,1273.03,1273.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1273.03,N/A,N/A
24220,INJECTION OF CONTRAST FOR IMAGING OF ELBOW JOINT,Outpatient,Line,2618,2618,2155.5,2155.5,2155.5,N/A,N/A,N/A,N/A,N/A,N/A,2155.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24300,MANIPULATION OF ELBOW UNDER ANESTHESIA,Outpatient,Line,2413,2413,6017.59,6017.59,6017.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6017.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24300,MANIPULATION OF ELBOW UNDER ANESTHESIA,Outpatient,Package,2413,2413,6017.59,6017.59,6017.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6017.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24341,REPAIR OF TENDON OR MUSCLE OF UPPER ARM OR ELBOW,Outpatient,Line,10412.8,10412.8,2477.67,9784,5655.22,N/A,N/A,N/A,N/A,N/A,9784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2477.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4704,N/A,N/A,N/A,N/A,N/A
24341,REPAIR OF TENDON OR MUSCLE OF UPPER ARM OR ELBOW,Outpatient,Package,11454.23,11454.23,2477.67,9784,5655.22,N/A,N/A,N/A,N/A,N/A,9784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2477.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4704,N/A,N/A,N/A,N/A,N/A
24342,REINSERTION OF TORN UPPER ARM TENDON,Outpatient,Line,10944.06,10944.06,2186.12,10285,5866.18,N/A,N/A,N/A,N/A,N/A,10285,9984.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7195.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2186.12,N/A,N/A,N/A,N/A,N/A,4822,N/A,N/A,4782,N/A,N/A,5127,N/A,N/A,2547.53,N/A,N/A
24342,REINSERTION OF TORN UPPER ARM TENDON,Outpatient,Package,12110.47,12110.47,2186.12,10285,5866.18,N/A,N/A,N/A,N/A,N/A,10285,9984.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7195.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2186.12,N/A,N/A,N/A,N/A,N/A,4822,N/A,N/A,4782,N/A,N/A,5127,N/A,N/A,2547.53,N/A,N/A
24343,REPAIR OF LIGAMENT OF THUMB SIDE OF ELBOW,Outpatient,Line,7218,7218,4681.38,4681.38,4681.38,N/A,N/A,N/A,N/A,N/A,4681.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24343,REPAIR OF LIGAMENT OF THUMB SIDE OF ELBOW,Outpatient,Package,7499.63,7499.63,4681.38,4681.38,4681.38,N/A,N/A,N/A,N/A,N/A,4681.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24344,REPAIR OF LIGAMENT OF THUMB SIDE OF ELBOW WITH TENDON GRAFT,Outpatient,Line,13588,13588,4822,4822,4822,4822,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24344,REPAIR OF LIGAMENT OF THUMB SIDE OF ELBOW WITH TENDON GRAFT,Outpatient,Package,13758,13758,4822,4822,4822,4822,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24359,INCISION AND REPAIR OF ELBOW TENDON WITH REMOVAL OF TISSUE OR BONE,Outpatient,Line,5809.03,5809.03,2246.96,7564,5614.52,N/A,N/A,4592,N/A,N/A,7564,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6590,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5130.18,N/A,N/A,2246.96,N/A,N/A
24359,INCISION AND REPAIR OF ELBOW TENDON WITH REMOVAL OF TISSUE OR BONE,Outpatient,Package,5809.03,5809.03,2246.96,7564,5614.52,N/A,N/A,4592,N/A,N/A,7564,7564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6590,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5130.18,N/A,N/A,2246.96,N/A,N/A
